0	5.015e-05
0.1	5.015e-05
0.2	5.015e-05
0.3	5.015e-05
0.4	5.015e-05
0.5	5.015e-05
0.6	5.015e-05
0.7	5.015e-05
0.8	5.015e-05
0.9	5.015e-05
1	5.015e-05
1.1	5.015e-05
1.2	5.015e-05
1.3	4.71601e-05
1.4	4.34261e-05
1.5	4.0251e-05
1.6	3.77759e-05
1.7	3.61449e-05
1.8	3.54747e-05
1.9	3.58193e-05
2	3.71504e-05
2.1	3.93681e-05
2.2	4.23332e-05
2.3	4.59012e-05
2.4	4.9943e-05
2.5	5.4353e-05
2.6	5.90488e-05
2.7	6.39674e-05
2.8	6.90613e-05
2.9	7.42945e-05
3	7.96394e-05
3.1	8.5075e-05
3.2	9.0585e-05
3.3	9.61567e-05
3.4	0.00010178
3.5	0.000107446
3.6	0.00011315
3.7	0.00010557
3.8	9.38596e-05
3.9	8.23919e-05
4	7.12837e-05
4.1	6.07326e-05
4.2	5.1085e-05
4.3	4.2954e-05
4.4	3.73436e-05
4.5	3.5471e-05
4.6	3.78944e-05
4.7	4.3908e-05
4.8	5.22875e-05
4.9	6.20821e-05
5	7.27224e-05
5.1	8.3887e-05
5.2	9.53922e-05
5.3	0.000107128
5.4	0.000119027
5.5	0.000131044
5.6	0.000143149
5.7	0.000155322
5.8	0.000167548
5.9	0.000179817
6	0.000192119
6.1	0.000172808
6.2	0.000153443
6.3	0.000134218
6.4	0.000115201
6.5	9.65172e-05
6.6	7.84036e-05
6.7	6.13677e-05
6.8	4.66069e-05
6.9	3.69558e-05
7	3.66959e-05
7.1	4.59866e-05
7.2	6.05827e-05
7.3	7.75441e-05
7.4	9.56203e-05
7.5	0.000114283
7.6	0.000133287
7.7	0.000152505
7.8	0.000171864
7.9	0.000191321
8	0.000210851
8.1	0.000230433
8.2	0.000250056
8.3	0.000269711
8.4	0.000260728
8.5	0.000233211
8.6	0.000205772
8.7	0.000178446
8.8	0.000151295
8.9	0.000124435
9	9.8102e-05
9.1	7.28726e-05
9.2	5.043e-05
9.3	3.63636e-05
9.4	4.05933e-05
9.5	5.93269e-05
9.6	8.32941e-05
9.7	0.000109099
9.8	0.000135696
9.9	0.000162698
10	0.000189933
10.1	0.000217312
10.2	0.000244788
10.3	0.00027233
10.4	0.000299921
10.5	0.000327549
10.6	0.000355205
10.7	0.000350887
10.8	0.000315319
10.9	0.000279804
11	0.000244363
11.1	0.000209035
11.2	0.000173888
11.3	0.000139059
11.4	0.000104868
11.5	7.22241e-05
11.6	4.46599e-05
11.7	3.64949e-05
11.8	5.68193e-05
11.9	8.76595e-05
12	0.00012124
12.1	0.000155799
12.2	0.000190805
12.3	0.000226051
12.4	0.00026144
12.5	0.00029692
12.6	0.000332463
12.7	0.00036805
12.8	0.00040367
12.9	0.000439314
13	0.000474978
13.1	0.000435262
13.2	0.000389473
13.3	0.000343729
13.4	0.000298052
13.5	0.000252477
13.6	0.000207073
13.7	0.000161983
13.8	0.000117569
13.9	7.50412e-05
14	4.07981e-05
14.1	4.38459e-05
14.2	8.0032e-05
14.3	0.000122933
14.4	0.000167465
14.5	0.000212606
14.6	0.000258036
14.7	0.000303626
14.8	0.000349313
14.9	0.000395063
15	0.000440857
15.1	0.000486682
15.2	0.000532531
15.3	0.000578397
15.4	0.000622136
15.5	0.000561967
15.6	0.000501823
15.7	0.000441716
15.8	0.000381663
15.9	0.000321695
16	0.000261868
16.1	0.00020231
16.2	0.000143355
16.3	8.62489e-05
16.4	3.99249e-05
16.5	5.49184e-05
16.6	0.00010819
16.7	0.000166315
16.8	0.000225574
16.9	0.00028526
17	0.000345152
17.1	0.000405158
17.2	0.000465235
17.3	0.000525358
17.4	0.000585513
17.5	0.000645691
17.6	0.000705886
17.7	0.000766094
17.8	0.000826312
17.9	0.000754512
18	0.000673688
18.1	0.000592891
18.2	0.000512135
18.3	0.000431442
18.4	0.000350855
18.5	0.000270469
18.6	0.000190539
18.7	0.000112046
18.8	4.35979e-05
18.9	6.59133e-05
19	0.000141017
19.1	0.000220282
19.2	0.000300433
19.3	0.000380911
19.4	0.000461545
19.5	0.000542265
19.6	0.000623039
19.7	0.000703846
19.8	0.000784678
19.9	0.000865527
20	0.000946389
20.1	0.00102726
20.2	0.00110814
20.3	0.00104397
20.4	0.000933336
20.5	0.000822719
20.6	0.00071213
20.7	0.000601586
20.8	0.000491114
20.9	0.00038078
21	0.00027075
21.1	0.000161648
21.2	5.88794e-05
21.3	7.29093e-05
21.4	0.00017798
21.5	0.000287316
21.6	0.000397412
21.7	0.000507774
21.8	0.000618259
21.9	0.000728812
22	0.000839405
22.1	0.000950025
22.2	0.00106066
22.3	0.00117131
22.4	0.00128198
22.5	0.00139264
22.6	0.00150332
22.7	0.00147385
22.8	0.00132046
22.9	0.00116708
23	0.00101372
23.1	0.000860392
23.2	0.00070711
23.3	0.000553916
23.4	0.000400911
23.5	0.000248443
23.6	9.90255e-05
23.7	7.05431e-05
23.8	0.000217335
23.9	0.000369568
24	0.000522508
24.1	0.000675675
24.2	0.000828943
24.3	0.000982265
24.4	0.00113562
24.5	0.00128899
24.6	0.00144238
24.7	0.00159578
24.8	0.00174919
24.9	0.0019026
25	0.00205601
25.1	0.00210625
25.2	0.00189186
25.3	0.00167747
25.4	0.0014631
25.5	0.00124874
25.6	0.00103442
25.7	0.000820147
25.8	0.00060599
25.9	0.000392129
26	0.000179629
26.1	5.22217e-05
26.2	0.00025524
26.3	0.000468537
26.4	0.000682544
26.5	0.000896753
26.6	0.00111105
26.7	0.00132538
26.8	0.00153975
26.9	0.00175413
27	0.00196852
27.1	0.00218291
27.2	0.00239732
27.3	0.00261172
27.4	0.00282613
27.5	0.0030302
27.6	0.00272911
27.7	0.00242802
27.8	0.00212693
27.9	0.00182586
28	0.00152481
28.1	0.00122379
28.2	0.00092284
28.3	0.00062205
28.4	0.000321878
28.5	4.01362e-05
28.6	0.000284539
28.7	0.000584517
28.8	0.00088527
28.9	0.00118621
29	0.00148722
29.1	0.00178827
29.2	0.00208934
29.3	0.00239042
29.4	0.00269151
29.5	0.00299261
29.6	0.00329371
29.7	0.00359481
29.8	0.00389592
29.9	0.00419703
