0	0	0.8	0.8	0
0.710616	0.710616	-0.81576	-0.783923	0.88827
-0.738041	-0.681504	0.861032	0.733911	2.66411
0.789209	0.620266	-0.92923	-0.645392	4.43785
-0.85589	-0.52233	1.00807	0.513603	6.20824
0.924579	0.384801	-1.07965	-0.338167	7.97445
-0.977914	-0.211096	1.12409	0.128167	9.73659
0.999898	0.0144111	-1.12726	0.0963586	11.4961
-0.983278	0.183934	1.0881	-0.309886	13.2554
0.933572	-0.361974	-1.01923	0.491092	15.017
-0.865972	0.505094	0.940221	-0.629273	16.7826
0.798055	-0.608611	-0.869603	0.723734	18.5524
-0.744043	0.674813	0.820527	-0.778933	20.3258
0.712902	-0.708277	-0.800326	0.799674	22.1014
-0.708897	0.712365	0.811605	-0.788224	23.8779
0.732532	-0.68754	-0.852939	0.7433	25.6539
-0.78069	0.631168	0.918468	-0.660619	27.4281
0.845856	-0.538745	-0.996773	0.535205	29.199
-0.91527	0.40687	1.07063	-0.365721	30.9658
0.971894	-0.237774	-1.12005	0.159668	32.7285
-0.999085	0.0431981	1.12954	0.0643173	34.4882
0.987947	0.156342	-1.09594	-0.280924	36.2474
-0.942195	-0.338415	1.03018	0.467682	38.0085
0.876054	0.487035	-0.951393	-0.612251	39.7735
-0.807195	-0.596188	0.878625	0.712754	41.5428
0.750521	0.667455	-0.825892	-0.773242	43.3157
-0.715749	-0.705341	0.801302	0.798696	45.091
0.70775	0.713527	-0.808072	-0.791846	46.8675
-0.727533	-0.692934	0.845352	0.751918	48.6437
0.772528	0.641331	-0.907977	-0.674965	50.4182
-0.835918	-0.554343	0.985387	0.555889	52.1896
0.905699	0.42816	-1.0611	-0.392505	53.9571
-0.965258	-0.263913	1.11517	0.190789	55.7203
0.997464	0.0718798	-1.13091	0.0321196	57.4803
-0.991889	0.12838	1.1031	-0.251332	59.2394
0.950396	-0.314152	-1.04087	0.443391	61.0002
-0.886086	0.468156	0.962698	-0.594317	62.7645
0.816593	-0.582986	-0.888067	0.700954	64.5332
-0.757456	0.659416	0.831841	-0.766838	66.3056
0.71915	-0.701803	-0.802927	0.797062	68.0807
-0.707177	0.714107	0.805171	-0.794796	69.8571
0.723056	-0.697697	-0.838292	0.759781	71.6335
-0.764751	0.650769	0.8978	-0.688445	73.4083
0.826119	-0.569131	-0.973973	0.575653	75.1802
-0.895921	0.448655	1.05113	-0.418486	76.9483
0.95805	-0.289467	-1.10948	0.221462	78.7121
-0.995048	0.100387	1.13137	-0.000156426	80.4724
0.995075	0.100112	-1.10954	-0.221167	82.2315
-0.958123	-0.289222	1.05123	0.418238	83.9918
0.896017	0.44846	-0.974084	-0.575466	85.7556
-0.826213	-0.568992	0.897897	0.688318	87.5237
0.764825	0.650681	-0.838357	-0.759708	89.2956
