0	0	0.8	0.8	0
0.712089	0.712089	-0.811233	-0.788607	0.890111
-0.72689	-0.686754	0.833364	0.765183	2.66393
0.751038	0.670259	-0.865645	-0.728463	4.43738
-0.783641	-0.621214	0.906773	0.676582	6.21025
0.823215	0.57773	-0.954655	-0.607152	7.98231
-0.867453	-0.497519	1.00612	0.517428	9.75328
0.912935	0.418105	-1.05654	-0.40463	11.5228
-0.954815	-0.2972	1.09954	0.266481	13.2906
0.986575	0.173309	-1.12676	-0.102042	15.0563
-0.999978	-0.00659697	1.12801	-0.0871667	16.8194
0.987093	-0.160148	-1.09771	0.273937	18.5809
-0.949692	0.323185	1.04532	-0.432781	20.3453
0.897268	-0.441487	-0.980711	0.564098	22.1122
-0.837547	0.556366	0.911466	-0.670247	23.8811
0.776293	-0.630372	-0.843065	0.754481	25.6517
-0.71755	0.706507	0.779232	-0.820242	27.4237
0.66399	-0.747741	-0.722357	0.870747	29.1966
-0.617285	0.796739	0.673882	-0.908781	30.9703
0.57841	-0.815746	-0.634614	0.936624	32.7447
-0.547888	0.846552	0.604962	-0.956044	34.5195
0.525969	-0.850504	-0.585106	0.968324	36.2945
-0.512754	0.868535	0.575109	-0.974294	38.0698
0.508276	-0.861194	-0.574987	0.974366	39.8452
-0.512538	0.868664	0.58474	-0.968545	41.6206
0.525537	-0.850771	-0.604352	0.95643	43.3958
-0.547241	0.846975	0.633764	-0.9372	45.1709
0.577553	-0.816353	-0.672798	0.909584	46.9457
-0.616227	0.797569	0.721053	-0.871827	48.7201
0.662747	-0.748843	-0.777734	0.821663	50.4938
-0.716154	0.707942	0.841419	-0.756316	52.2668
0.774797	-0.63221	-0.909745	0.67258	54.0387
-0.83603	0.558683	0.979028	-0.567014	55.8094
0.895851	-0.444354	-1.04384	0.436354	57.5783
-0.948541	0.326654	1.09663	-0.278206	59.3453
0.986422	-0.164229	-1.12762	0.0921075	61.1097
-0.999998	-0.00197108	1.12724	0.0965521	62.8714
0.987398	0.168256	-1.10095	-0.260574	64.6344
-0.956473	-0.291819	1.0589	0.398398	66.4
0.915437	0.41246	-1.00944	-0.510921	68.1678
-0.8708	-0.491637	0.95893	0.600378	69.9374
0.82741	0.571599	-0.912008	-0.669509	71.7083
-0.788692	-0.614788	0.871856	0.721019	73.4803
0.756963	0.663458	-0.840572	-0.757257	75.2532
-0.73371	-0.679463	0.819467	0.780047	77.0266
0.719827	0.704153	-0.809282	-0.790609	78.8003
-0.715778	-0.698328	0.810339	0.789526	80.5743
0.721688	0.702219	-0.822605	-0.776738	82.3482
-0.737372	-0.675487	0.845687	0.75154	84.1219
0.762296	0.657229	-0.878752	-0.712598	85.8952
-0.795469	-0.605995	0.92036	0.65798	87.6679
0.835267	0.559845	-0.968233	-0.585256	89.4397
